iso3,country,score,rank,percentile,value_year,source_data_year,source_id,quality_flag
SAU,Саудовская Аравия,36.0448190047954,46,67.6259,2025,2025,WIPO_GII,official_value
SVK,Словакия,35.5078995905856,47,66.9065,2025,2025,WIPO_GII,official_value
QAT,Катар,34.5617675520126,48,66.1871,2025,2025,WIPO_GII,official_value
ROU,Румыния,34.2643558022539,49,65.4676,2025,2025,WIPO_GII,official_value
PHL,Филиппины,33.5939127875318,50,64.7482,2025,2025,WIPO_GII,official_value
CHL,Чили,33.0660923295208,51,64.0288,2025,2025,WIPO_GII,official_value
BRA,Бразилия,32.8689996973019,52,63.3094,2025,2025,WIPO_GII,official_value
MUS,Маврикий,32.5030604688201,53,62.5899,2025,2025,WIPO_GII,official_value
SRB,Сербия,31.7434550377633,54,61.8705,2025,2025,WIPO_GII,official_value
IDN,Индонезия,31.305020749127,55,61.1511,2025,2025,WIPO_GII,official_value
GEO,Грузия,31.2147916262919,56,60.4317,2025,2025,WIPO_GII,official_value
MAR,Марокко,31.0479471722523,57,59.7122,2025,2025,WIPO_GII,official_value
MEX,Мексика,30.5127163343233,58,58.9928,2025,2025,WIPO_GII,official_value
ARM,Армения,30.448190677743,59,58.2734,2025,2025,WIPO_GII,official_value
RUS,Россия,30.2640735373132,60,57.554,2025,2025,WIPO_GII,official_value
ZAF,ЮАР,30.1382792250188,61,56.8345,2025,2025,WIPO_GII,official_value
BHR,Бахрейн,30.01576627996,62,56.1151,2025,2025,WIPO_GII,official_value
MKD,Северная Македония,29.7906642736771,63,55.3957,2025,2025,WIPO_GII,official_value
MNE,Черногория,29.7527840479169,64,54.6763,2025,2025,WIPO_GII,official_value
JOR,Иордания,29.6936103734472,65,53.9568,2025,2025,WIPO_GII,official_value
UKR,Украина,29.6910120248977,66,53.2374,2025,2025,WIPO_GII,official_value
ALB,Албания,29.6070839463345,67,52.518,2025,2025,WIPO_GII,official_value
URY,Уругвай,28.837903949844,68,51.7986,2025,2025,WIPO_GII,official_value
OMN,Оман,28.649098205399,69,51.0791,2025,2025,WIPO_GII,official_value
IRN,Иран,28.5209732318439,70,50.3597,2025,2025,WIPO_GII,official_value
COL,Колумбия,28.4802835988839,71,49.6403,2025,2025,WIPO_GII,official_value
CRI,Коста-Рика,28.3589014854175,72,48.9209,2025,2025,WIPO_GII,official_value
KWT,Кувейт,28.214301980858,73,48.2014,2025,2025,WIPO_GII,official_value
MDA,Молдова,27.3675046724863,74,47.482,2025,2025,WIPO_GII,official_value
SYC,Сейшельские о-ва,27.1626135583414,75,46.7626,2025,2025,WIPO_GII,official_value
TUN,Тунис,26.9867919028168,76,46.0432,2025,2025,WIPO_GII,official_value
ARG,Аргентина,26.7779545767115,77,45.3237,2025,2025,WIPO_GII,official_value
MNG,Монголия,26.6945540254358,78,44.6043,2025,2025,WIPO_GII,official_value
UZB,Узбекистан,26.4975536868541,79,43.8849,2025,2025,WIPO_GII,official_value
PER,Перу,26.4660453517052,80,43.1655,2025,2025,WIPO_GII,official_value
KAZ,Казахстан,26.341209901218,81,42.446,2025,2025,WIPO_GII,official_value
PAN,Панама,25.8798675140179,82,41.7266,2025,2025,WIPO_GII,official_value
JAM,Ямайка,25.2313732404532,83,41.0072,2025,2025,WIPO_GII,official_value
BRB,Барбадос,25.1250313227345,84,40.2878,2025,2025,WIPO_GII,official_value
BLR,Беларусь,25.0990285299842,85,39.5683,2025,2025,WIPO_GII,official_value
EGY,Египет,24.7122281668271,86,38.8489,2025,2025,WIPO_GII,official_value
BWA,Ботсвана,24.631467935984,87,38.1295,2025,2025,WIPO_GII,official_value
BRN,Бруней,24.4634487311813,88,37.4101,2025,2025,WIPO_GII,official_value
SEN,Сенегал,23.8365360757092,89,36.6906,2025,2025,WIPO_GII,official_value
LBN,Ливан,23.6120255291244,90,35.9712,2025,2025,WIPO_GII,official_value
NAM,Намибия,23.4756882231946,91,35.2518,2025,2025,WIPO_GII,official_value
BIH,Босния и Герцеговина,23.4297070492247,92,34.5324,2025,2025,WIPO_GII,official_value
LKA,Шри-Ланка,22.9052774592463,93,33.8129,2025,2025,WIPO_GII,official_value
AZE,Азербайджан,22.8694672330638,94,33.0935,2025,2025,WIPO_GII,official_value
CPV,Кабо-Верде,22.5901685725116,95,32.3741,2025,2025,WIPO_GII,official_value
KGZ,Киргизия,22.5707539115952,96,31.6547,2025,2025,WIPO_GII,official_value
DOM,Доминиканская Республика,22.5684623142576,97,30.9353,2025,2025,WIPO_GII,official_value
SLV,Сальвадор,22.2405152629759,98,30.2158,2025,2025,WIPO_GII,official_value
PAK,Пакистан,22.0640834582869,99,29.4964,2025,2025,WIPO_GII,official_value
KHM,Камбоджа,21.9632876672319,100,28.777,2025,2025,WIPO_GII,official_value
GHA,Гана,21.8535373304419,101,28.0576,2025,2025,WIPO_GII,official_value
KEN,Кения,21.3791141049195,102,27.3381,2025,2025,WIPO_GII,official_value
PRY,Парагвай,21.3578141880261,103,26.6187,2025,2025,WIPO_GII,official_value
RWA,Руанда,21.1035599471288,104,25.8993,2025,2025,WIPO_GII,official_value
NGA,Нигерия,21.0815209410651,105,25.1799,2025,2025,WIPO_GII,official_value
BGD,Бангладеш,20.951047653279,106,24.4604,2025,2025,WIPO_GII,official_value
NPL,Непал,20.2061774097691,107,23.741,2025,2025,WIPO_GII,official_value
TJK,Таджикистан,20.174923125853,108,23.0216,2025,2025,WIPO_GII,official_value
LAO,Лаос,20.1188233799915,109,22.3022,2025,2025,WIPO_GII,official_value
CIV,Кот-д’Ивуар,19.7318917311744,110,21.5827,2025,2025,WIPO_GII,official_value
BOL,Боливия,19.6355159199636,111,20.8633,2025,2025,WIPO_GII,official_value
ZMB,Замбия,19.5785875330671,112,20.1439,2025,2025,WIPO_GII,official_value
ECU,Эквадор,19.5397643865799,113,19.4245,2025,2025,WIPO_GII,official_value
TTO,Тринидад и Тобаго,19.2509717907395,114,18.705,2025,2025,WIPO_GII,official_value
DZA,Алжир,18.9014649202574,115,17.9856,2025,2025,WIPO_GII,official_value
CMR,Камерун,18.1843870946301,116,17.2662,2025,2025,WIPO_GII,official_value
TGO,Того,18.0708251688273,117,16.5468,2025,2025,WIPO_GII,official_value
BEN,Бенин,17.81319621734,118,15.8273,2025,2025,WIPO_GII,official_value
HND,Гондурас,17.6553573629036,119,15.1079,2025,2025,WIPO_GII,official_value
MDG,Мадагаскар,17.5610841191441,120,14.3885,2025,2025,WIPO_GII,official_value
TZA,Танзания,17.4521317801997,121,13.6691,2025,2025,WIPO_GII,official_value
MMR,Мьянма (Бирма),17.304606261885,122,12.9496,2025,2025,WIPO_GII,official_value
GTM,Гватемала,17.0682675135829,123,12.2302,2025,2025,WIPO_GII,official_value
UGA,Уганда,17.0672701323701,124,11.5108,2025,2025,WIPO_GII,official_value
MWI,Малави,15.9877297954921,125,10.7914,2025,2025,WIPO_GII,official_value
BFA,Буркина-Фасо,15.8776583516753,126,10.0719,2025,2025,WIPO_GII,official_value
BDI,Бурунди,15.7636989976951,127,9.3525,2025,2025,WIPO_GII,official_value
MOZ,Мозамбик,15.3905916728114,128,8.6331,2025,2025,WIPO_GII,official_value
ZWE,Зимбабве,15.3775674107897,129,7.9137,2025,2025,WIPO_GII,official_value
NIC,Никарагуа,15.3731300154628,130,7.1942,2025,2025,WIPO_GII,official_value
MRT,Мавритания,15.3660724749966,131,6.4748,2025,2025,WIPO_GII,official_value
LSO,Лесото,14.933774247496,132,5.7554,2025,2025,WIPO_GII,official_value
GIN,Гвинея,14.9131339740748,133,5.036,2025,2025,WIPO_GII,official_value
ETH,Эфиопия,14.4210533028796,134,4.3165,2025,2025,WIPO_GII,official_value
MLI,Мали,13.9671344713691,135,3.5971,2025,2025,WIPO_GII,official_value
VEN,Венесуэла,13.7306121669038,136,2.8777,2025,2025,WIPO_GII,official_value
COG,Конго - Браззавиль,13.6151883227489,137,2.1583,2025,2025,WIPO_GII,official_value
AGO,Ангола,13.0260903597125,138,1.4388,2025,2025,WIPO_GII,official_value
NER,Нигер,11.9449625669987,139,0.7194,2025,2025,WIPO_GII,official_value
